OrderLineID,OrderID,ProductID,Quantity,UnitPrice,DiscountRate,NetSalesAmount,TotalCost
LINE000121,ORD00061,PROD003,4,189.0,0.05,718.2,440.0
LINE000122,ORD00061,PROD001,1,1299.0,0.0,1299.0,920.0
LINE000123,ORD00062,PROD003,3,189.0,0.0,567.0,330.0
LINE000124,ORD00062,PROD005,3,599.0,0.05,1707.15,1140.0
LINE000125,ORD00062,PROD012,5,329.0,0.0,1645.0,1050.0
LINE000126,ORD00063,PROD006,3,129.0,0.2,309.6,225.0
LINE000127,ORD00064,PROD011,2,49.0,0.1,88.2,44.0
LINE000128,ORD00065,PROD008,4,39.0,0.0,156.0,72.0
LINE000129,ORD00066,PROD004,5,249.0,0.05,1182.75,700.0
LINE000130,ORD00067,PROD003,2,189.0,0.0,378.0,220.0
LINE000131,ORD00067,PROD005,2,599.0,0.1,1078.2,760.0
LINE000132,ORD00068,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000133,ORD00068,PROD003,1,189.0,0.1,170.1,110.0
LINE000134,ORD00069,PROD002,5,34.99,0.0,174.95,75.0
LINE000135,ORD00069,PROD008,3,39.0,0.0,117.0,54.0
LINE000136,ORD00070,PROD002,1,34.99,0.05,33.24,15.0
LINE000137,ORD00070,PROD012,3,329.0,0.1,888.3,630.0
LINE000138,ORD00070,PROD011,1,49.0,0.0,49.0,22.0
LINE000139,ORD00071,PROD011,4,49.0,0.05,186.2,88.0
LINE000140,ORD00072,PROD002,4,34.99,0.1,125.96,60.0
LINE000141,ORD00073,PROD009,5,119.0,0.05,565.25,325.0
LINE000142,ORD00073,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000143,ORD00073,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000144,ORD00074,PROD006,5,129.0,0.0,645.0,375.0
LINE000145,ORD00074,PROD002,2,34.99,0.0,69.98,30.0
LINE000146,ORD00074,PROD012,5,329.0,0.0,1645.0,1050.0
LINE000147,ORD00075,PROD007,3,159.0,0.1,429.3,285.0
LINE000148,ORD00075,PROD011,2,49.0,0.0,98.0,44.0
LINE000149,ORD00076,PROD012,2,329.0,0.0,658.0,420.0
LINE000150,ORD00076,PROD005,5,599.0,0.0,2995.0,1900.0
LINE000151,ORD00077,PROD010,4,79.0,0.05,300.2,152.0
LINE000152,ORD00077,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000153,ORD00078,PROD003,5,189.0,0.0,945.0,550.0
LINE000154,ORD00078,PROD006,5,129.0,0.0,645.0,375.0
LINE000155,ORD00078,PROD003,3,189.0,0.05,538.65,330.0
LINE000156,ORD00079,PROD008,2,39.0,0.1,70.2,36.0
LINE000157,ORD00079,PROD002,1,34.99,0.05,33.24,15.0
LINE000158,ORD00080,PROD001,5,1299.0,0.0,6495.0,4600.0
LINE000159,ORD00081,PROD002,2,34.99,0.0,69.98,30.0
LINE000160,ORD00081,PROD006,5,129.0,0.0,645.0,375.0
LINE000161,ORD00081,PROD003,3,189.0,0.05,538.65,330.0
LINE000162,ORD00082,PROD007,3,159.0,0.1,429.3,285.0
LINE000163,ORD00083,PROD006,1,129.0,0.0,129.0,75.0
LINE000164,ORD00084,PROD008,4,39.0,0.0,156.0,72.0
LINE000165,ORD00085,PROD006,3,129.0,0.1,348.3,225.0
LINE000166,ORD00085,PROD002,3,34.99,0.0,104.97,45.0
LINE000167,ORD00085,PROD006,2,129.0,0.15,219.3,150.0
LINE000168,ORD00086,PROD001,5,1299.0,0.0,6495.0,4600.0
LINE000169,ORD00086,PROD003,3,189.0,0.1,510.3,330.0
LINE000170,ORD00086,PROD009,3,119.0,0.05,339.15,195.0
LINE000171,ORD00087,PROD005,1,599.0,0.1,539.1,380.0
LINE000172,ORD00087,PROD004,5,249.0,0.0,1245.0,700.0
LINE000173,ORD00088,PROD004,5,249.0,0.0,1245.0,700.0
LINE000174,ORD00089,PROD006,5,129.0,0.0,645.0,375.0
LINE000175,ORD00089,PROD008,2,39.0,0.05,74.1,36.0
LINE000176,ORD00090,PROD004,4,249.0,0.1,896.4,560.0
LINE000177,ORD00090,PROD007,2,159.0,0.1,286.2,190.0
LINE000178,ORD00090,PROD010,1,79.0,0.0,79.0,38.0
LINE000179,ORD00091,PROD006,5,129.0,0.0,645.0,375.0
LINE000180,ORD00092,PROD004,3,249.0,0.15,634.95,420.0
LINE000181,ORD00093,PROD009,5,119.0,0.15,505.75,325.0
LINE000182,ORD00093,PROD006,5,129.0,0.1,580.5,375.0
LINE000183,ORD00094,PROD001,4,1299.0,0.1,4676.4,3680.0
LINE000184,ORD00095,PROD002,1,34.99,0.1,31.49,15.0
LINE000185,ORD00095,PROD008,4,39.0,0.05,148.2,72.0
LINE000186,ORD00095,PROD008,1,39.0,0.0,39.0,18.0
LINE000187,ORD00096,PROD012,3,329.0,0.2,789.6,630.0
LINE000188,ORD00096,PROD010,1,79.0,0.2,63.2,38.0
LINE000189,ORD00097,PROD002,1,34.99,0.05,33.24,15.0
LINE000190,ORD00098,PROD011,1,49.0,0.05,46.55,22.0
LINE000191,ORD00098,PROD002,4,34.99,0.1,125.96,60.0
LINE000192,ORD00099,PROD001,3,1299.0,0.05,3702.15,2760.0
LINE000193,ORD00099,PROD011,2,49.0,0.0,98.0,44.0
LINE000194,ORD00099,PROD004,3,249.0,0.0,747.0,420.0
LINE000195,ORD00100,PROD011,1,49.0,0.0,49.0,22.0
LINE000196,ORD00101,PROD008,5,39.0,0.15,165.75,90.0
LINE000197,ORD00101,PROD004,4,249.0,0.05,946.2,560.0
LINE000198,ORD00102,PROD005,1,599.0,0.1,539.1,380.0
LINE000199,ORD00102,PROD006,2,129.0,0.0,258.0,150.0
LINE000200,ORD00103,PROD009,5,119.0,0.05,565.25,325.0
LINE000201,ORD00103,PROD005,2,599.0,0.2,958.4,760.0
LINE000202,ORD00104,PROD005,2,599.0,0.0,1198.0,760.0
LINE000203,ORD00104,PROD005,1,599.0,0.0,599.0,380.0
LINE000204,ORD00105,PROD001,5,1299.0,0.1,5845.5,4600.0
LINE000205,ORD00105,PROD005,3,599.0,0.05,1707.15,1140.0
LINE000206,ORD00105,PROD011,5,49.0,0.0,245.0,110.0
LINE000207,ORD00106,PROD010,3,79.0,0.0,237.0,114.0
LINE000208,ORD00107,PROD001,3,1299.0,0.1,3507.3,2760.0
LINE000209,ORD00107,PROD008,2,39.0,0.0,78.0,36.0
LINE000210,ORD00107,PROD011,4,49.0,0.0,196.0,88.0
LINE000211,ORD00108,PROD004,3,249.0,0.0,747.0,420.0
LINE000212,ORD00108,PROD011,3,49.0,0.0,147.0,66.0
LINE000213,ORD00108,PROD003,4,189.0,0.0,756.0,440.0
LINE000214,ORD00109,PROD005,3,599.0,0.1,1617.3,1140.0
LINE000215,ORD00109,PROD006,1,129.0,0.15,109.65,75.0
LINE000216,ORD00110,PROD002,2,34.99,0.0,69.98,30.0
LINE000217,ORD00111,PROD007,2,159.0,0.15,270.3,190.0
LINE000218,ORD00111,PROD007,1,159.0,0.0,159.0,95.0
LINE000219,ORD00112,PROD002,4,34.99,0.0,139.96,60.0
LINE000220,ORD00112,PROD005,5,599.0,0.0,2995.0,1900.0
LINE000221,ORD00113,PROD008,3,39.0,0.2,93.6,54.0
LINE000222,ORD00114,PROD003,2,189.0,0.05,359.1,220.0
LINE000223,ORD00115,PROD009,1,119.0,0.1,107.1,65.0
LINE000224,ORD00115,PROD006,4,129.0,0.2,412.8,300.0
LINE000225,ORD00115,PROD009,5,119.0,0.1,535.5,325.0
LINE000226,ORD00116,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000227,ORD00116,PROD001,5,1299.0,0.0,6495.0,4600.0
LINE000228,ORD00117,PROD001,3,1299.0,0.0,3897.0,2760.0
LINE000229,ORD00117,PROD008,5,39.0,0.1,175.5,90.0
LINE000230,ORD00117,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000231,ORD00118,PROD006,5,129.0,0.05,612.75,375.0
LINE000232,ORD00118,PROD006,5,129.0,0.1,580.5,375.0
LINE000233,ORD00119,PROD007,4,159.0,0.0,636.0,380.0
LINE000234,ORD00119,PROD003,4,189.0,0.15,642.6,440.0
LINE000235,ORD00119,PROD003,2,189.0,0.0,378.0,220.0
LINE000236,ORD00120,PROD009,1,119.0,0.0,119.0,65.0
LINE000237,ORD00120,PROD005,2,599.0,0.0,1198.0,760.0
LINE000238,ORD00120,PROD010,2,79.0,0.05,150.1,76.0
LINE000239,ORD00121,PROD003,4,189.0,0.2,604.8,440.0
LINE000240,ORD00121,PROD003,2,189.0,0.05,359.1,220.0
LINE000241,ORD00121,PROD012,2,329.0,0.15,559.3,420.0
LINE000242,ORD00122,PROD004,4,249.0,0.2,796.8,560.0
LINE000243,ORD00123,PROD001,4,1299.0,0.1,4676.4,3680.0
LINE000244,ORD00124,PROD007,4,159.0,0.1,572.4,380.0
LINE000245,ORD00124,PROD011,5,49.0,0.05,232.75,110.0
LINE000246,ORD00124,PROD002,2,34.99,0.0,69.98,30.0
LINE000247,ORD00125,PROD002,2,34.99,0.15,59.48,30.0
LINE000248,ORD00125,PROD003,3,189.0,0.0,567.0,330.0
LINE000249,ORD00126,PROD001,4,1299.0,0.2,4156.8,3680.0
LINE000250,ORD00127,PROD012,1,329.0,0.0,329.0,210.0
LINE000251,ORD00127,PROD003,2,189.0,0.0,378.0,220.0
LINE000252,ORD00128,PROD004,4,249.0,0.1,896.4,560.0
LINE000253,ORD00128,PROD011,1,49.0,0.1,44.1,22.0
LINE000254,ORD00129,PROD009,4,119.0,0.0,476.0,260.0
LINE000255,ORD00130,PROD002,1,34.99,0.05,33.24,15.0
LINE000256,ORD00130,PROD011,4,49.0,0.0,196.0,88.0
LINE000257,ORD00130,PROD006,2,129.0,0.05,245.1,150.0
LINE000258,ORD00131,PROD007,1,159.0,0.0,159.0,95.0
LINE000259,ORD00131,PROD005,1,599.0,0.05,569.05,380.0
LINE000260,ORD00132,PROD011,4,49.0,0.05,186.2,88.0
LINE000261,ORD00132,PROD004,1,249.0,0.2,199.2,140.0
LINE000262,ORD00132,PROD004,4,249.0,0.0,996.0,560.0
LINE000263,ORD00133,PROD012,1,329.0,0.0,329.0,210.0
LINE000264,ORD00134,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000265,ORD00134,PROD008,4,39.0,0.0,156.0,72.0
LINE000266,ORD00135,PROD012,2,329.0,0.0,658.0,420.0
LINE000267,ORD00135,PROD011,4,49.0,0.05,186.2,88.0
LINE000268,ORD00136,PROD010,3,79.0,0.0,237.0,114.0
LINE000269,ORD00137,PROD008,2,39.0,0.0,78.0,36.0
LINE000270,ORD00137,PROD005,4,599.0,0.1,2156.4,1520.0
LINE000271,ORD00138,PROD001,1,1299.0,0.0,1299.0,920.0
LINE000272,ORD00138,PROD001,2,1299.0,0.05,2468.1,1840.0
LINE000273,ORD00138,PROD002,2,34.99,0.0,69.98,30.0
LINE000274,ORD00139,PROD001,2,1299.0,0.0,2598.0,1840.0
LINE000275,ORD00139,PROD003,5,189.0,0.1,850.5,550.0
LINE000276,ORD00140,PROD002,3,34.99,0.0,104.97,45.0
LINE000277,ORD00141,PROD010,5,79.0,0.0,395.0,190.0
LINE000278,ORD00142,PROD009,5,119.0,0.0,595.0,325.0
LINE000279,ORD00142,PROD004,3,249.0,0.1,672.3,420.0
LINE000280,ORD00142,PROD009,1,119.0,0.0,119.0,65.0
LINE000281,ORD00143,PROD004,3,249.0,0.05,709.65,420.0
LINE000282,ORD00144,PROD012,4,329.0,0.0,1316.0,840.0
LINE000283,ORD00144,PROD004,2,249.0,0.0,498.0,280.0
LINE000284,ORD00145,PROD009,5,119.0,0.05,565.25,325.0
LINE000285,ORD00145,PROD001,5,1299.0,0.0,6495.0,4600.0
LINE000286,ORD00145,PROD009,2,119.0,0.05,226.1,130.0
LINE000287,ORD00146,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000288,ORD00146,PROD009,2,119.0,0.15,202.3,130.0
LINE000289,ORD00146,PROD002,2,34.99,0.1,62.98,30.0
LINE000290,ORD00147,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000291,ORD00148,PROD007,2,159.0,0.1,286.2,190.0
LINE000292,ORD00149,PROD007,3,159.0,0.1,429.3,285.0
LINE000293,ORD00149,PROD007,5,159.0,0.1,715.5,475.0
LINE000294,ORD00150,PROD003,1,189.0,0.1,170.1,110.0
LINE000295,ORD00150,PROD010,5,79.0,0.1,355.5,190.0
LINE000296,ORD00151,PROD009,2,119.0,0.1,214.2,130.0
LINE000297,ORD00151,PROD006,5,129.0,0.0,645.0,375.0
LINE000298,ORD00151,PROD001,4,1299.0,0.05,4936.2,3680.0
LINE000299,ORD00152,PROD009,4,119.0,0.0,476.0,260.0
LINE000300,ORD00153,PROD006,1,129.0,0.0,129.0,75.0
LINE000301,ORD00154,PROD007,1,159.0,0.0,159.0,95.0
LINE000302,ORD00155,PROD009,2,119.0,0.15,202.3,130.0
LINE000303,ORD00155,PROD006,4,129.0,0.0,516.0,300.0
LINE000304,ORD00155,PROD002,4,34.99,0.0,139.96,60.0
LINE000305,ORD00156,PROD007,5,159.0,0.0,795.0,475.0
LINE000306,ORD00157,PROD006,2,129.0,0.0,258.0,150.0
LINE000307,ORD00158,PROD006,4,129.0,0.0,516.0,300.0
LINE000308,ORD00158,PROD003,4,189.0,0.15,642.6,440.0
LINE000309,ORD00159,PROD001,1,1299.0,0.0,1299.0,920.0
LINE000310,ORD00159,PROD001,4,1299.0,0.1,4676.4,3680.0
LINE000311,ORD00160,PROD005,5,599.0,0.0,2995.0,1900.0
LINE000312,ORD00161,PROD008,5,39.0,0.0,195.0,90.0
LINE000313,ORD00161,PROD011,1,49.0,0.0,49.0,22.0
LINE000314,ORD00161,PROD001,3,1299.0,0.0,3897.0,2760.0
LINE000315,ORD00162,PROD009,5,119.0,0.0,595.0,325.0
LINE000316,ORD00162,PROD006,4,129.0,0.0,516.0,300.0
LINE000317,ORD00163,PROD008,1,39.0,0.0,39.0,18.0
LINE000318,ORD00163,PROD011,3,49.0,0.05,139.65,66.0
LINE000319,ORD00164,PROD012,4,329.0,0.0,1316.0,840.0
LINE000320,ORD00164,PROD002,3,34.99,0.1,94.47,45.0
LINE000321,ORD00165,PROD005,2,599.0,0.1,1078.2,760.0
LINE000322,ORD00166,PROD012,2,329.0,0.05,625.1,420.0
LINE000323,ORD00166,PROD011,2,49.0,0.1,88.2,44.0
LINE000324,ORD00166,PROD007,3,159.0,0.0,477.0,285.0
LINE000325,ORD00167,PROD011,3,49.0,0.0,147.0,66.0
LINE000326,ORD00167,PROD003,3,189.0,0.05,538.65,330.0
LINE000327,ORD00167,PROD012,2,329.0,0.0,658.0,420.0
LINE000328,ORD00168,PROD004,1,249.0,0.0,249.0,140.0
LINE000329,ORD00168,PROD009,2,119.0,0.0,238.0,130.0
LINE000330,ORD00168,PROD010,5,79.0,0.0,395.0,190.0
LINE000331,ORD00169,PROD009,1,119.0,0.0,119.0,65.0
LINE000332,ORD00169,PROD006,5,129.0,0.1,580.5,375.0
LINE000333,ORD00169,PROD012,1,329.0,0.0,329.0,210.0
LINE000334,ORD00170,PROD008,5,39.0,0.0,195.0,90.0
LINE000335,ORD00171,PROD007,4,159.0,0.0,636.0,380.0
LINE000336,ORD00171,PROD003,2,189.0,0.05,359.1,220.0
LINE000337,ORD00172,PROD003,4,189.0,0.05,718.2,440.0
LINE000338,ORD00172,PROD009,1,119.0,0.05,113.05,65.0
LINE000339,ORD00172,PROD012,1,329.0,0.1,296.1,210.0
LINE000340,ORD00173,PROD005,4,599.0,0.05,2276.2,1520.0
LINE000341,ORD00173,PROD007,1,159.0,0.0,159.0,95.0
LINE000342,ORD00174,PROD006,1,129.0,0.05,122.55,75.0
LINE000343,ORD00174,PROD008,1,39.0,0.1,35.1,18.0
LINE000344,ORD00174,PROD012,5,329.0,0.0,1645.0,1050.0
LINE000345,ORD00175,PROD011,4,49.0,0.05,186.2,88.0
LINE000346,ORD00176,PROD001,5,1299.0,0.0,6495.0,4600.0
LINE000347,ORD00176,PROD002,5,34.99,0.0,174.95,75.0
LINE000348,ORD00177,PROD001,3,1299.0,0.1,3507.3,2760.0
LINE000349,ORD00178,PROD001,2,1299.0,0.05,2468.1,1840.0
LINE000350,ORD00178,PROD002,2,34.99,0.1,62.98,30.0
LINE000351,ORD00178,PROD001,1,1299.0,0.0,1299.0,920.0
LINE000352,ORD00179,PROD011,3,49.0,0.15,124.95,66.0
LINE000353,ORD00179,PROD003,3,189.0,0.0,567.0,330.0
LINE000354,ORD00179,PROD001,1,1299.0,0.15,1104.15,920.0
LINE000355,ORD00180,PROD004,4,249.0,0.05,946.2,560.0
LINE000356,ORD00181,PROD012,1,329.0,0.0,329.0,210.0
LINE000357,ORD00181,PROD012,2,329.0,0.2,526.4,420.0
LINE000358,ORD00182,PROD001,2,1299.0,0.1,2338.2,1840.0
LINE000359,ORD00182,PROD001,1,1299.0,0.1,1169.1,920.0
LINE000360,ORD00183,PROD002,3,34.99,0.0,104.97,45.0
LINE000361,ORD00183,PROD008,3,39.0,0.0,117.0,54.0
LINE000362,ORD00184,PROD001,1,1299.0,0.1,1169.1,920.0
LINE000363,ORD00184,PROD009,4,119.0,0.05,452.2,260.0
LINE000364,ORD00185,PROD012,2,329.0,0.0,658.0,420.0
LINE000365,ORD00186,PROD010,2,79.0,0.0,158.0,76.0
LINE000366,ORD00186,PROD012,4,329.0,0.1,1184.4,840.0
LINE000367,ORD00186,PROD003,5,189.0,0.0,945.0,550.0
LINE000368,ORD00187,PROD005,3,599.0,0.1,1617.3,1140.0
LINE000369,ORD00187,PROD005,1,599.0,0.0,599.0,380.0
LINE000370,ORD00188,PROD001,5,1299.0,0.2,5196.0,4600.0
LINE000371,ORD00189,PROD005,2,599.0,0.15,1018.3,760.0
LINE000372,ORD00190,PROD010,4,79.0,0.1,284.4,152.0
LINE000373,ORD00190,PROD002,5,34.99,0.05,166.2,75.0
LINE000374,ORD00190,PROD002,3,34.99,0.2,83.98,45.0
LINE000375,ORD00191,PROD012,2,329.0,0.0,658.0,420.0
LINE000376,ORD00191,PROD010,3,79.0,0.05,225.15,114.0
LINE000377,ORD00191,PROD012,1,329.0,0.0,329.0,210.0
LINE000378,ORD00192,PROD008,1,39.0,0.0,39.0,18.0
LINE000379,ORD00193,PROD009,5,119.0,0.0,595.0,325.0
LINE000380,ORD00193,PROD009,2,119.0,0.2,190.4,130.0
LINE000381,ORD00194,PROD003,1,189.0,0.1,170.1,110.0
LINE000382,ORD00194,PROD012,4,329.0,0.1,1184.4,840.0
LINE000383,ORD00195,PROD005,1,599.0,0.1,539.1,380.0
LINE000384,ORD00196,PROD002,2,34.99,0.0,69.98,30.0
LINE000385,ORD00196,PROD007,1,159.0,0.0,159.0,95.0
LINE000386,ORD00197,PROD003,1,189.0,0.2,151.2,110.0
LINE000387,ORD00198,PROD008,1,39.0,0.1,35.1,18.0
LINE000388,ORD00198,PROD005,2,599.0,0.2,958.4,760.0
LINE000389,ORD00198,PROD006,3,129.0,0.15,328.95,225.0
LINE000390,ORD00199,PROD001,3,1299.0,0.05,3702.15,2760.0
LINE000391,ORD00200,PROD010,2,79.0,0.0,158.0,76.0
